0,279.81,42.75
1e-05,619.38,95.38
2e-05,988.97,153.67
2e-05,1358.53,208.19
3e-05,1748.12,270.59
3e-05,2157.68,334.57
4e-05,2587.25,395.2
4e-05,2956.85,460.75
5e-05,3416.4,532.59
6e-05,3795.97,589.02
7e-05,4285.54,656.41
7e-05,4675.11,721.15
7e-05,5064.67,786.19
