0.00564,9990,2563.59
0.02204,39980,9904.72
0.04974,89970,22647.4
0.08853,159960,40343.3
0.13817,249950,63066.9
0.19967,359940,90757.9
0.27122,489930,123955
0.36425,639920,159925
0.45839,809910,202653
0.57189,999900,251901
0.69204,1.20989e+06,298463
0.80863,1.43988e+06,357651
0.94153,1.68987e+06,422194
