0.594,999000,499487
2.372,3.998e+06,1.99894e+06
5.352,8.997e+06,4.49834e+06
9.524,1.5996e+07,7.99774e+06
14.852,2.4995e+07,1.24971e+07
21.385,3.5994e+07,1.79964e+07
31.158,4.8993e+07,2.44957e+07
38.706,6.3992e+07,3.1995e+07
49.191,8.0991e+07,4.04943e+07
62.094,9.999e+07,4.99935e+07
72.262,1.20989e+08,6.04926e+07
87.051,1.43988e+08,7.19918e+07
100.699,1.68987e+08,8.44909e+07
